Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
980031,"Democracy--The God That Failed: The Economics and Politics of Monarchy, Democracy, and Natural Order",Hans-Hermann Hoppe,"Hoppe, Hans-Hermann",,"=""0765808684""","=""9780765808684""",0,4.15,Transaction Publishers,Paperback,304,2001,2001,,2013/12/25,to-read,to-read (#467),to-read,,,,,,,0,,,,,
12152359,The Shadow World: Inside the Global Arms Trade,Andrew Feinstein,"Feinstein, Andrew",,"=""0374208387""","=""9780374208387""",0,3.85,"Farrar, Straus and Giroux",Hardcover,672,2011,2011,,2013/12/22,to-read,to-read (#466),to-read,,,,,,,0,,,,,
28763,His Master's Voice,Stanisław Lem,"Lem, Stanisław",Michael Kandel,"=""0810117312""","=""9780810117310""",4,4.12,Northwestern University Press,Paperback,199,1999,1968,2013/12/25,2013/12/21,sci-fi,sci-fi (#21),read,,,,,,,0,,,,,
1951198,New Legends,Greg Bear,"Bear, Greg",,"=""0312862016""","=""9780312862015""",0,3.29,Tor Books,Paperback,384,1996,1995,,2013/12/21,to-read,to-read (#465),to-read,,,,,,,0,,,,,
103761,Zen in the Art of Writing,Ray Bradbury,"Bradbury, Ray",,"=""0553296345""","=""9780553296341""",0,4.11,Bantam,Paperback,158,1992,1987,,2013/12/21,to-read,to-read (#464),to-read,,,,,,,0,,,,,
866402,The Planiverse: Computer Contact with a Two-Dimensional World,A.K. Dewdney,"Dewdney, A.K.",,"=""0387989161""","=""9780387989167""",0,4.18,Copernicus Books,Paperback,247,2000,1983,,2013/12/19,to-read,to-read (#463),to-read,,,,,,,0,,,,,
443160,Indian Summer,Adalbert Stifter,"Stifter, Adalbert",Wendell W. Frye,"=""3906763730""","=""9783906763736""",0,3.96,Peter Lang Publishing,Hardcover,478,,1857,,2013/12/19,to-read,to-read (#462),to-read,,,,,,,0,,,,,
6406129,"Yukikaze (Yukikaze, #1)",Chōhei Kambayashi,"Kambayashi, Chōhei",,"=""1421532557""","=""9781421532554""",3,3.81,Haikasoru,Paperback,317,2010,1984,2014/02/26,2013/12/19,"japan, sci-fi","japan (#3), sci-fi (#23)",read,,,,,,,0,,,,,
78508,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,"Millard, Candice",,"=""0767913736""","=""9780767913737""",0,4.17,Anchor,Paperback,416,2006,2005,,2013/12/19,to-read,to-read (#461),to-read,,,,,,,0,,,,,
164515,Orality and Literacy: The Technologizing of the Word,Walter J. Ong,"Ong, Walter J.",,"=""0415281296""","=""9780415281294""",0,4.08,Routledge,Paperback,216,2002,1982,,2013/12/19,to-read,to-read (#460),to-read,,,,,,,0,,,,,
16158522,Eleven Rings: The Soul of Success,Phil Jackson,"Jackson, Phil",Hugh Delehanty,"=""1611761670""","=""9781611761672""",0,4.07,Penguin Audio,Audio CD,,2013,2013,,2013/12/19,to-read,to-read (#459),to-read,,,,,,,0,,,,,
632164,Company K (The Library of Alabama Classics),William March,"March, William",Philip D. Beidler,"=""0817304800""","=""9780817304805""",0,4.21,University of Alabama Press,Paperback,260,1989,1933,,2013/12/19,to-read,to-read (#458),to-read,,,,,,,0,,,,,
17674998,Average Is Over: Powering America Beyond the Age of the Great Stagnation,Tyler Cowen,"Cowen, Tyler",,"=""0525953736""","=""9780525953739""",0,3.61,Dutton,Hardcover,304,2013,2013,,2013/12/19,to-read,to-read (#457),to-read,,,,,,,0,,,,,
256008,Lonesome Dove,Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",0,4.46,Pocket Books,Paperback,945,1999,1985,,2013/12/18,to-read,to-read (#456),to-read,,,,,,,0,,,,,
17332335,The Kraus Project: Essays by Karl Kraus,Jonathan Franzen,"Franzen, Jonathan",Karl Kraus,"=""0374182213""","=""9780374182212""",0,3.32,"Farrar, Straus and Giroux",Hardcover,336,2013,2013,,2013/12/16,to-read,to-read (#455),to-read,,,,,,,0,,,,,
3123118,Tycho Brahe: Pioneer of Astronomy,Don Nardo,"Nardo, Don","Martin Gaskell, Rosemary Palmer","=""0756533090""","=""9780756533090""",0,3.29,Compass Point Books,Hardcover,112,2007,2007,,2013/12/15,to-read,to-read (#454),to-read,,,,,,,0,,,,,
8362931,Why Does College Cost So Much?,Robert B. Archibald,"Archibald, Robert B.",David H. Feldman,"=""0199744505""","=""9780199744503""",0,3.93,"Oxford University Press, USA",Hardcover,289,2010,2010,,2013/12/12,to-read,to-read (#453),to-read,,,,,,,0,,,,,
16248618,Harvesting the Biosphere: What We Have Taken from Nature,Vaclav Smil,"Smil, Vaclav",,"=""026201856X""","=""9780262018562""",0,3.66,Mit Press,Hardcover,320,2012,2012,,2013/12/12,to-read,to-read (#452),to-read,,,,,,,0,,,,,
316767,The Box: How the Shipping Container Made the World Smaller and the World Economy Bigger,Marc Levinson,"Levinson, Marc",,"=""0691123241""","=""9780691123240""",0,3.85,Princeton University Press,Hardcover,376,2006,2006,,2013/12/12,to-read,to-read (#451),to-read,,,,,,,0,,,,,
639055,Chromos,Felipe Alfau,"Alfau, Felipe",,"=""1564782042""","=""9781564782045""",0,4.04,Dalkey Archive Press,Paperback,348,1990,1985,,2013/12/11,to-read,to-read (#450),to-read,,,,,,,0,,,,,
588138,The Hero With a Thousand Faces,Joseph Campbell,"Campbell, Joseph",,"=""0691017840""","=""9780691017846""",0,4.25,Princeton University Press,Paperback,416,1972,1949,,2013/12/11,to-read,to-read (#449),to-read,,,,,,,0,,,,,
698866,The Myth of the Rational Voter: Why Democracies Choose Bad Policies,Bryan Caplan,"Caplan, Bryan",,"=""0691129428""","=""9780691129426""",0,3.93,Princeton University Press,Hardcover,276,2007,2007,,2013/12/10,to-read,to-read (#448),to-read,,,,,,,0,,,,,
80369,Discipline and Punish: The Birth of the Prison,Michel Foucault,"Foucault, Michel",,"=""0679752552""","=""9780679752554""",0,4.20,Vintage,Paperback,352,1995,1975,,2013/12/10,to-read,to-read (#447),to-read,,,,,,,0,,,,,
17262116,"Brave Genius: A Scientist, a Philosopher, and Their Daring Adventures from the French Resistance to the Nobel Prize",Sean B. Carroll,"Carroll, Sean B.",,"=""0307952339""","=""9780307952332""",0,4.17,Crown Publishers,Hardcover,592,2013,2013,,2013/12/10,to-read,to-read (#446),to-read,,,,,,,0,,,,,
17383917,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""0062023179""","=""9780062023179""",0,4.20,HarperOne,Hardcover,272,2013,1942,,2013/12/09,to-read,to-read (#445),to-read,,,,,,,0,,,,,
5496814,The Art and Politics of Science,Harold Varmus,"Varmus, Harold",,"=""0393061280""","=""9780393061284""",0,3.77,W. W. Norton & Company,Hardcover,256,2009,2009,,2013/12/08,to-read,to-read (#444),to-read,,,,,,,0,,,,,
9548075,Machine of Death: A Collection of Stories About People Who Know How They Will Die (Machine of Death #1),Ryan North,"North, Ryan","Matthew Bennardo, David Malki, Camille Alexa, Yahtzee Croshaw, Randall Munroe, Brian Quinlan, Jeffrey Brown, Aaron Diaz, Kazu Kibuishi, Scott C., Roger Langridge, Karl Kerschl, Cameron Stewart, Tom Francis, Dean Trippe, Erin McKean, James L. Sutter, Kate Beaton, Jeff Stautz, J. Jack Unrau, Brandon Bolt, Shannon Wheeler, Kit Yona, Vera Brosgol, Jeffrey C. Wells, Christopher Hastings, K.M. Lawrence, David Michael Wharton, Brian McLachlan, John Chernega, Paul Horn, Camron Miller, Chris Cox, Les McClaine, Kevin McShane, Kean Soo, K. Sekelsky, James Foreman, Douglas J. Lane","=""0982167121""","=""9780982167120""",3,3.93,Machines of Death,Paperback,452,2010,2010,2013/12/08,2013/12/08,short-stories,short-stories (#11),read,"A mixed bag - some of these are good, some of these are terrible. The strangest thing is that so many of these stories sound as if they were written by one person, there's rarely any difference in style or voice.. Weird.",,,,,,0,,,,,
1875,The History of Sexuality 1: An Introduction,Michel Foucault,"Foucault, Michel",Robert Hurley,"=""0679724699""","=""9780679724698""",0,4.03,Vintage/Random House (NY),Paperback,168,1990,1976,,2013/12/08,to-read,to-read (#443),to-read,,,,,,,0,,,,,
7282903,The Crusades: The Authoritative History of the War for the Holy Land,Thomas Asbridge,"Asbridge, Thomas",,"=""0060787287""","=""9780060787288""",0,4.11,Ecco,Hardcover,784,2010,2010,,2013/12/07,to-read,to-read (#442),to-read,,,,,,,0,,,,,
15805442,Mastermind: How to Think Like Sherlock Holmes,Maria Konnikova,"Konnikova, Maria",,"=""0670026573""","=""9780670026579""",0,3.54,Viking Adult,Hardcover,273,2013,2013,,2013/12/07,to-read,to-read (#441),to-read,,,,,,,0,,,,,
16241139,Intuition Pumps And Other Tools for Thinking,Daniel C. Dennett,"Dennett, Daniel C.",,"=""0393082067""","=""9780393082067""",3,3.81,W. W. Norton & Company,Hardcover,512,2013,2013,2013/12/20,2013/12/07,"philosophy, non-fiction","philosophy (#1), non-fiction (#27)",read,"Starts cool with some basic thinking skills that everyone can use in every situation (starting with basic stuff like Occam's Razor) - then it becomes a bit boring when Dennett summarizes his own research/work of the last 40 years or so, about free will/determinism/consciousness etc. If you're not into these three (and I'm not really), then you can skip this book. The stuff about evolution is nice but nothing particularly new for most biologists.",,,,,,0,,,,,
15803166,On Looking: Eleven Walks with Expert Eyes,Alexandra Horowitz,"Horowitz, Alexandra",,"=""1439191255""","=""9781439191255""",0,3.45,Scribner,Hardcover,308,2013,2013,,2013/12/07,to-read,to-read (#440),to-read,,,,,,,0,,,,,
38169,"Alas, Babylon",Pat Frank,"Frank, Pat",,"=""0060741872""","=""9780060741877""",0,4.07,Harper Perennial Modern Classics,Paperback,323,2005,1959,,2013/12/07,to-read,to-read (#439),to-read,,,,,,,0,,,,,
89187,Revelation Space,Alastair Reynolds,"Reynolds, Alastair",,"=""0441009425""","=""9780441009428""",0,3.96,Ace Books,Mass Market Paperback,585,2002,2000,,2013/12/07,to-read,to-read (#438),to-read,,,,,,,0,,,,,
67880,The Outsider,Colin Wilson,"Wilson, Colin",,"=""0753814323""","=""9780753814321""",4,4.08,Phoenix,Paperback,322,2001,1956,2014/09/15,2013/12/07,non-fiction,non-fiction (#45),read,"Here's some rambling.<br/><br/>A history of 'The Outsider', the person who wants to 'live more abundantly', sees reality as unreal, sees himself outside of society, full of people that are 'asleep'. The Outsider is alone. Wilson describes the definition and the problems of the Outsider by using literature (particularly Hesse, and a great re-interpretation of Dostoevsky's lifework) and the lives of a few Outsiders like T.E. Lawrence, van Gogh and the ballet dancer Nijinsky. To Wilson, all of these men failed at their task of 'solving' the problems of the outsider. Some committed 'mind-suicide' by turning away from these questions, some like Hesse died before they could finish their path, others like Nietzsche or Nijinsky went crazy [1], others like van Gogh killed themselves. You see, it's not an easy path.<br/><br/>The book is about 60 years old, but its main questions are still valid and as unsolved as they were back then. It seems the work on these questions died together with the counter-culture of the 70s. A few contemporary writers (such as Bret Easton Ellis or Tao Lin) touch on the themes of the Outsider's alienation, but then immediately coil back and devolve into a numbing: mindless sex, drugs, etc.<br/><br/>If you've felt yourself as an 'Outsider', then this book is for you. Wilson published it when he was just 24 [2], I believe people older than that could not have written a similar book. Maybe I just found my niche in society and stopped thinking so much about the absurdity of it all? Have I, like T. E. Lawrence, committed mind-suicide?<br/><br/>I'm not the biggest fan of his path towards a solution of these problems, which he apparently developed more in subsequent books; it's too much religion, too much mysticism for me (for example: is there a realization of the self, or is it just self-deceit, a replacement for a purpose in life? I don't even think the 'self' exists, something which Wilson sometimes touches on ['we are a collection of Is'], but then immediately goes back to assuming that the 'self' is a thing, and therefore, a 'higher' level of life is possible. I'm not really convinced that is possible in the first place.).<br/><br/>Anyway, these problems still exist, they haven't magically dissolved in clouds of logic. It's a shame that we as a society have just covered the Outsider's problems in layers of irony to pretend they don't exist (in that point, David Foster Wallace was absolutely right).<br/><br/>[1] There's an interesting anecdote in the book - when Nijinsky went crazy, he stood in the middle of the street with a cross, asking people if they had found Jesus - a man informed his wife, he had witnessed Nietzsche doing exactly the same thing 10 years before, when Nietzsche went crazy.<br/>[2] Impressive how many books, writers, ideas he cites; and for how many writers he has strong opinions (Dostoevsky, for example, is a 'shoddy craftsman'). I'm now 4 years older and I haven't even read half of these books.",,,,,,0,,,,,
51784,The Autobiography of Bertrand Russell,Bertrand Russell,"Russell, Bertrand",,"=""041522862X""","=""9780415228626""",0,4.07,Routledge,Paperback,749,2000,1950,,2013/12/05,to-read,to-read (#437),to-read,,,,,,,0,,,,,
8884400,The Most Human Human: What Talking with Computers Teaches Us About What It Means to Be Alive,Brian Christian,"Christian, Brian",,"=""0385533063""","=""9780385533065""",0,3.90,Knopf Doubleday Publishing Group,Hardcover,303,2011,2011,,2013/12/04,to-read,to-read (#436),to-read,,,,,,,0,,,,,
144355,Sceptical Essays,Bertrand Russell,"Russell, Bertrand",John N. Gray,"=""0415325080""","=""9780415325080""",0,4.12,Routledge,Paperback,240,2004,1963,,2013/12/02,to-read,to-read (#435),to-read,,,,,,,0,,,,,
335919,Wasp,Eric Frank Russell,"Russell, Eric Frank",,"=""0575070951""","=""9780575070950""",3,4.11,Gollancz,Paperback,176,2001,1957,2014/01/16,2013/12/02,sci-fi,sci-fi (#22),read,"Sometimes, when you read too much about Hubbard and Scientologists being creepy, you have to clink out and read some Golden Age SF.<br/><br/>This one's actually a lot of fun: Terrans (why never ""earth""?) are at war with the Sirians, who are technologically behind but make that up in bigger numbers (gee, I wonder on which political conflict of the 1950s this is based). A human is sent to one of the outer Sirian planets to stir things up. The protagonist is sent with unlimited money and advanced tech to impersonate an entire rebel army by distributing propaganda, killing people, bombing people etc. There is no moral in here since Sirians are Others and the ones he kills are always overtly characterized as being ""evil"", no ambiguity there. How he succeeds at his terrorist mission is at times fun and at times surprisingly well-thought out.<br/><br/>Without spoilering too much, the ending is actually exactly like I would imagine such a story in real life to end. No overtly heroic stuff, that was unexpected from books of the era - you would expect the guy with the chiseled chin to ride off into the sunset with the love of his life.<br/><br/>Of course, since it's Golden Age SF the protagonist is one-dimensional (feelings are boring, characters are boring, let's have more story), overpowered (unlimited money! Advanced technology!), lucky when the plot demands it etc.<br/><br/>Recommended for: Terrorists who think that blowing themselves up is ineffective and need better ideas. Friends of ""classic"" SF. It's fun for an afternoon.",,,,,,0,,,,,
762806,"Gorky Park (Arkady Renko, #1)",Martin Cruz Smith,"Smith, Martin Cruz",,"=""0345298349""","=""9780345298348""",3,4.03,Ballantine Books,Paperback,433,1982,1981,2014/02/15,2013/12/01,crime,crime (#4),read,"Three bodies are found mutilated in Gorky Park, and Arkady Renko, chief investigator, has to solve the murder.<br/><br/>Reminded me a lot of Qui Xialong's crime novels set in communist China; most of the investigation work isn't spend on looking for the murder, but to appease the political parties involved, and most of the main figure's brainpower is devoted to navigating politics. The inspector is a 1-to-1 transposition of the American noir detective to Soviet Russia; he has problems with authority, gets beaten up constantly, figures most things out only after it's too late, can't win against the forces higher than him (remember ""Forget it, Jake. It's Chinatown.""), his life is a mess (remember Wallander?), it's all a bit of a cliché by now.<br/><br/>It could have done without the weird, confused, tacked on ending in the US. I don't know how accurate it is in the portrayal of Soviet life.",,,,,,0,,,,,
473850,Make Room! Make Room!,Harry Harrison,"Harrison, Harry",,"=""0553564587""","=""9780553564587""",0,3.72,Spectra,Mass Market Paperback,288,1994,1966,,2013/11/28,to-read,to-read (#434),to-read,,,,,,,0,,,,,
374233,If on a Winter's Night a Traveler,Italo Calvino,"Calvino, Italo",William Weaver,"=""""","=""9780088619451""",5,4.08,L&OD  Key Porter  1981,Paperback,260,1982,1979,2014/06/03,2013/11/28,"postmodern, italy","postmodern (#1), italy (#1)",read,Just beautiful; reading this is how dancing feels like.,,,,,,0,,,,,
632909,Feeding the World,Vaclav Smil,"Smil, Vaclav",,"=""0262692716""","=""9780262692717""",0,4.40,MIT Press (MA),Paperback,392,2001,2000,,2013/11/27,to-read,to-read (#433),to-read,,,,,,,0,,,,,
239154,Les Justes,Albert Camus,"Camus, Albert",,"=""2070364771""","=""9782070364770""",4,3.98,Folio,Mass Market Paperback,152,1999,1949,2013/11/27,2013/11/27,"french, play","french (#1), play (#1)",read,<quote>You start by wanting justice and you end up organizing the police.</quote><br/><br/>,,,,,,0,,,,,
17346997,Doing Data Science,Rachel Schutt,"Schutt, Rachel",Cathy O'Neil,"=""1449358659""","=""9781449358655""",4,3.77,O'Reilly Media,Paperback,375,2013,2013,2014/02/01,2013/11/26,programming,programming (#2),read,"Pretty cool introductory course over all the things ""data science"" does nowadays, i.e., mostly data cleaning, machine learning, prediction etc. It's good to see that the authors spend so much time talking about the pitfalls of dirty data, how important it is to be skeptical of the model's output, overfitting, correlation != causation and much more; much stuff I've read so far just focuses on how the model is used, not how the model is interpreted.<br/><br/>This book will certainly not turn you into a data scientists, but it will a) give you starting points for most common tasks (in other words, when someone will ask you for a fairly robust classification method, you might think of random forests or k-NN after this book). Plus, it gives you lots of books for each of the sub-fields to further your studies.<br/><br/>My biggest annoyance is the constant love for Google, like every 50 pages or so Google is mentioned and how great it is to work there, and how fun it is to work on Google+ etc. pp.<br/><br/>Things you need to know before reading: <br/><br/>- Math: you should know what the common symbols like Sigma means, and be able to solve some equations<br/>- How to read programs: Most of the book's code is in R, with a bit of Python, and 4 or 5 lines of Go. You definitely need to understand programming to understand these examples, but the authors encourage readers to come up with their own in response to the exercise at hand.",,,,,,0,,,,,
17618748,On Western Terrorism: From Hiroshima to Drone Warfare,Noam Chomsky,"Chomsky, Noam",André Vltchek,"=""0745333877""","=""9780745333878""",0,3.81,Pluto Press,Paperback,208,2013,2013,,2013/11/26,to-read,to-read (#432),to-read,,,,,,,0,,,,,
9704856,The Origins of Political Order: From Prehuman Times to the French Revolution,Francis Fukuyama,"Fukuyama, Francis",,"=""0374227349""","=""9780374227340""",0,4.08,"Farrar, Straus and Giroux",Hardcover,585,2011,2011,,2013/11/26,to-read,to-read (#431),to-read,,,,,,,0,,,,,
647,No Logo,Naomi Klein,"Klein, Naomi",,"=""0312421435""","=""9780312421434""",0,3.86,Picador,Paperback,528,2002,1999,,2013/11/25,to-read,to-read (#430),to-read,,,,,,,0,,,,,
13531502,Basti,Intizar Husain,"Husain, Intizar","Frances W. Prichett, Asif Farrukhi","=""1590175824""","=""9781590175828""",0,3.68,The New York Review of Books,Paperback,224,2012,1995,,2013/11/25,to-read,to-read (#429),to-read,,,,,,,0,,,,,
17822193,"The Compatibility Gene: How Our Bodies Fight Disease, Attract Others, and Define Our Selves",Daniel M.   Davis,"Davis, Daniel M.",,"=""0199316414""","=""9780199316410""",0,3.95,Oxford University Press (UK),Hardcover,231,2013,2013,,2013/11/25,to-read,to-read (#428),to-read,,,,,,,0,,,,,
17571564,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Allie Brosh,"Brosh, Allie",,"=""1451666179""","=""9781451666175""",0,4.15,Touchstone,Paperback,369,2013,2013,,2013/11/24,to-read,to-read (#427),to-read,,,,,,,0,,,,,
13640736,1913 - Der Sommer des Jahrhunderts,Florian Illies,"Illies, Florian",,"=""3100368010""","=""9783100368010""",0,3.73,S.Fischer,Hardcover,320,2012,2012,,2013/11/23,to-read,to-read (#426),to-read,,,,,,,0,,,,,
840043,The Rise & Fall of the Great Powers: Economic Change & Military Conflict from 1500 to 2000,Paul Kennedy,"Kennedy, Paul",,"=""0679720197""","=""9780679720195""",0,4.06,Vintage,Paperback,704,1989,1987,,2013/11/23,to-read,to-read (#425),to-read,,,,,,,0,,,,,
17098,Isaac Newton,James Gleick,"Gleick, James",,"=""1400032954""","=""9781400032952""",0,3.81,Vintage,Paperback,288,2004,2003,,2013/11/23,to-read,to-read (#424),to-read,,,,,,,0,,,,,
261004,Eyeless in Gaza,Aldous Huxley,"Huxley, Aldous",,"=""0099458179""","=""9780099458173""",0,3.89,Vintage,Paperback,528,2004,1936,,2013/11/23,to-read,to-read (#423),to-read,,,,,,,0,,,,,
15177,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",Barry Hughart,"Hughart, Barry",,"=""0345321383""","=""9780345321381""",0,4.30,Del Rey,Paperback,278,1985,1984,,2013/11/23,to-read,to-read (#422),to-read,,,,,,,0,,,,,
9341909,Fire Season: Field Notes from a Wilderness Lookout,Philip Connors,"Connors, Philip",,"=""0061859362""","=""9780061859366""",0,3.89,Ecco,Hardcover,246,2011,2011,,2013/11/23,to-read,to-read (#421),to-read,,,,,,,0,,,,,
5130,Island,Aldous Huxley,"Huxley, Aldous",,"=""0060085495""","=""9780060085490""",0,3.86,Harper Perennial Modern Classics,Paperback,354,2002,1962,,2013/11/23,to-read,to-read (#420),to-read,,,,,,,0,,,,,
253071,The Future Eaters: An Ecological History of the Australasian Lands and People,Tim Flannery,"Flannery, Tim",,"=""0802139434""","=""9780802139436""",0,4.20,Grove Press,Paperback,432,2002,1994,,2013/11/22,to-read,to-read (#419),to-read,,,,,,,0,,,,,
2845024,Anathem,Neal Stephenson,"Stephenson, Neal",,"=""0061474096""","=""9780061474095""",0,4.17,William Morrow & Company,Hardcover,937,2008,2008,,2013/11/22,to-read,to-read (#418),to-read,,,,,,,0,,,,,
25019,"The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary",Simon Winchester,"Winchester, Simon",,"=""0060839783""","=""9780060839789""",0,3.84,Harper Perennial,Paperback,252,2005,1998,,2013/11/22,to-read,to-read (#417),to-read,,,,,,,0,,,,,
12617,Manufacturing Consent: The Political Economy of the Mass Media,Noam Chomsky,"Chomsky, Noam",Edward S. Herman,"=""0375714499""","=""9780375714498""",0,4.21,Pantheon,Paperback,393,2002,1988,,2013/11/22,to-read,to-read (#416),to-read,,,,,,,0,,,,,
4339,Dispatches,Michael Herr,"Herr, Michael",,"=""0679735259""","=""9780679735250""",0,4.24,Vintage,Paperback,260,1991,1977,,2013/11/22,to-read,to-read (#415),to-read,,,,,,,0,,,,,
11290708,What It is Like to Go to War,Karl Marlantes,"Marlantes, Karl",,"=""0802119921""","=""9780802119926""",4,3.93,Atlantic Monthly Press,Hardcover,257,2011,2011,2013/11/25,2013/11/22,"war, america, autobiography, non-fiction","war (#1), america (#9), autobiography (#5), non-fiction (#26)",read,"When it came time to get drafted into the German army I wrote a nice letter saying that war is crap and I'd never touch a weapon in order to get out of the army (and into the civil service). As such, I assumed I wouldn't connect with this book as I personally had no clue about what war's like, and after reading I'm pretty sure I'm not the target audience at all, but it was still so <i>interesting</i>.<br/><br/>It's a surprisingly spiritual book about how the US treats its soldiers, how soldiers see themselves and how soldiers are mistreated, based on Marlantes experiences in the Vietnam war. The book draws a lot from Joseph Campbell's stuff on myths and symbolism (Campbell appears several times in the book) but most of it you can still see as just being symbolic - just because Marlantes talks about the god Mars doesn't mean he himself believes that such a god exists, it's just his way to explain the ""inner warrior"". I guess it's geared towards the US public and towards decision makers - war is exhilarating which is a taboo to talk about, but it's also terrible to see your friends die, and for Marlantes there are simply not enough rituals inside the army and for returning veterans to help them cope in order to get back into society.<br/><br/>It's one of the more brutally honest books I've read about war.<br/><br/>The only drawbacks: sometimes the spiritualism is <i>too</i> heavy handed for me, and sometimes it falls into really antiquated gender roles (no wonder when you base it on ""gods"" or a symbol of those - fertility gods are female, war gods are male).",,,,,,0,,,,,
271074,Tree of Smoke,Denis Johnson,"Johnson, Denis",,"=""0374279128""","=""9780374279127""",0,3.57,"Farrar, Straus and Giroux",Hardcover,614,2007,2004,,2013/11/22,to-read,to-read (#414),to-read,,,,,,,0,,,,,
1769076,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,"Goethe, Johann Wolfgang von",,"=""3150078350""","=""9783150078358""",3,3.73,Reclam Verlag,Paperback,269,1949,1809,2013/11/25,2013/11/22,germany,germany (#2),read,"This is surprisingly good - rare to see a book this full of symbolism and foreshadowing. The only problem is that these parts are excruciatingly <i>boring</i> - the first quarter of the book is literally nothing but rich people customizing their garden (with added symbolism), then it becomes interesting once the despair sets in, only to get back to people standing around simulating old pictures (which goes on for <i>way</i> too long), then it gets interesting again.<br/><br/>Goethe was great at characterization without judging - especially Eduard (the ~40 year old main guy) comes off as a spoiled child, but Goethe doesn't beat the reader over the head with it. Of course he then falls in love with the childish girl.<br/><br/>And it's fun to see how many commas fit into a sentence in German, the average must be around 8.<br/><br/>",,,,,,0,,,,,
13529055,Mortality,Christopher Hitchens,"Hitchens, Christopher",,"=""1455502758""","=""9781455502752""",0,4.10,Twelve,Hardcover,104,2012,2012,,2013/11/21,to-read,to-read (#413),to-read,,,,,,,0,,,,,
17139513,The Unwinding: An Inner History of the New America,George Packer,"Packer, George",,"=""1466836954""","=""9781466836952""",5,4.07,"Farrar, Straus and Giroux",ebook,448,2013,2013,2014/09/18,2013/11/20,"america, biography, non-fiction","america (#21), biography (#14), non-fiction (#46)",read,"A depressing summary of the 'death by a thousand cuts' of US society, from the beginning of the death of the manufacturing industry, to the housing bubble, to the global financial crisis, to Occupy Wall Street. Luckily it's not a dry manifesto - it's rather three stories of 'normal' Americans interwoven in chapters, together with single chapters on various Americans who had a part, or are symbolic of, the unwinding of America and its social structures [1].<br/><br/>It's a good warning for other countries - Australia's housing boom is less like a gold-rush, but similarly unmaintainable [2], politicians all over the world (for example, the FDP in Germany) want to remove even more restrictions on finance. Nothing has changed for the US, more financial crises are coming. It's a depressing, but important book.<br/><br/>[1] The guy trying for decades to convert seed oil into Biodiesel makes me happy to work in <i>Brassica</i> genomics <br/>[2] I once lived in one of these weird American-style exurbs in Australia. Copy-pasted townhouses from my house to the horizon, no social life, no city centre except a huge plastic shopping centre, no neighbours to see, no-one walking on the streets, it's depressing and feels more like Mars than Earth.",,,,,,0,,,,,
548914,The Little Schemer,Daniel P. Friedman,"Friedman, Daniel P.","Matthias Felleisen, Duane Bibby, Gerald J. Sussman","=""0262560992""","=""9780262560993""",0,4.27,MIT Press,Paperback,210,1995,1974,,2013/11/20,to-read,to-read (#412),to-read,,,,,,,0,,,,,
17412776,"Minecraft: The Unlikely Tale of Markus ""Notch"" Persson and the Game that Changed Everything",Daniel Goldberg,"Goldberg, Daniel","Linus Larsson, Jennifer  Hawkins","=""1609805372""","=""9781609805371""",0,3.87,Seven Stories Press,Hardcover,256,2013,2012,,2013/11/20,to-read,to-read (#411),to-read,,,,,,,0,,,,,
87280,Too Loud a Solitude,Bohumil Hrabal,"Hrabal, Bohumil",,"=""0349102627""","=""9780349102627""",4,4.18,Abacus,Paperback,98,2007,1983,2013/11/20,2013/11/20,,,read,"A beautiful little gem of a book, based on the religious love for all kinds of literature. Read it, it just takes 2 hours. And then re-read it.",,,,,,0,,,,,
12395,Journey to the End of the Night,Louis-Ferdinand Céline,"Céline, Louis-Ferdinand","Ralph Manheim, William T. Vollmann","=""0811216543""","=""9780811216548""",3,4.25,New Directions,Paperback,453,2006,1932,2015/06/21,2013/11/20,france,france (#1),read,"<br/>Lots of people love & hype this book, the life story of a doctor who makes it from France to Africa to the US and back to France. It's often rambling, written in a very colloquial tone, almost like you're sitting in a beer and there's this weird old drunk who's tired of life just talking and talking and talking. (It reminds me of a guy I had with me on the bus on a trip through Spain - he was Spanish, spoke fluent German, it was 9am and he was coked up to the roof of his head, smelled like a bar and said that he'd been up for three days [his smell nodded and said ""I am here to confirm""]; he alternated between ""man here everything's a big party"" and ""I wish God would kill me instead of a child, I'm tired of living"")<br/><br/>But I don't know, I'm just tired of ennui, cynicism and irony in literature; since this book came out a million others have tried to copy the style, and now I can't stand this anymore. I guess a case of ""Seinfeld is unfunny"".",,,,,,0,,,,,
